id,cancel_pol,room_cat,Family_Friendly,Pets_Allowed,Smoking_Allowed,Events_Allowed,rev_rating,rev_acc,rev_clean,rev_check,rev_comm,rev_loc,rev_val,host_responsetime,host_response_rate,host_is_superhost,host_listings_count,property_type,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_value,reviews_per_month,len_desc,len_experiences,len_summary,len_rules,NearbyAssault,NearbyBikeShare,NearbyClassASexOffenders,NearbyGunShots,NearbyHomicide,NearbyMetros,NearbyMuseums,NearbySexCrime,NearbySexOffenders,Closest_BikeShare,Closest_Metro,Closest_Museum,Closest_SexCrime,Closest_SexOffender,Closest_Arson,Closest_Assault,Closest_GunShot,Closest_Homicide,Closest_ClassA_SexOffender,AvgNightlyPrice,AvgNightlyAdjusted_price,MinNightlyprice,MinNightlyAdjusted_price,MaxNightlyprice,MaxNightlyAdjusted_price,Basic_Amenities,deluxe_amenities,Total_Amenities
17141233,0,3,1,0,0,0,97,10,10,10,10,10,10,4,1,1,3,Apartment,3,1,0,1,,,2,15,207,10,8.6,1000,4,497,334,18,10,3,,1,2,1,2,13,0.1392,0.4094,0.4075,0.1637,0.1062,3.6547,0.1427,0.5677,0.3562,0.1062,$120.08,$120.08,$87.00,$87.00,$129.00,$129.00,4,2,13
17142042,3,3,1,0,0,0,98,10,10,10,10,10,10,4,1,1,3,Apartment,6,2,2,2,0,100,4,0,43,10,1.82,1000,4,236,677,36,12,4,36,,6,2,4,25,0.0742,0.0507,0.2063,0.2549,0.0664,2.6938,0.1076,0.0752,0.686,0.2295,$215.02,$215.02,$215.00,$215.00,$220.00,$220.00,4,2,15
17144119,0,3,1,0,0,0,100,10,10,10,10,10,10,4,1,0,1294,Apartment,5,2,2,3,0,109,5,0,1,10,1,1000,4,334,1000,26,15,14,,,20,21,4,35,0.0257,0.0983,0.0753,0.2822,0.0646,1.9459,0.0292,0.7296,0.7863,0.0646,$357.39,$357.39,$131.00,$131.00,$999.00,$999.00,4,4,14
17144120,0,3,1,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,1,0,1294,Apartment,5,2,2,3,0,109,5,0,0,,,1000,4,334,1000,29,17,38,,,20,18,6,82,0.0439,0.0705,0.059,0.1703,0.0745,1.8898,0.0457,0.6191,0.669,0.0745,$357.32,$357.32,$131.00,$131.00,$999.00,$999.00,4,4,14
17144121,0,3,1,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,1,0,1294,Apartment,4,2,2,3,0,109,4,0,0,,,1000,4,334,1000,27,15,37,,,20,19,4,78,0.0563,0.0847,0.0494,0.2544,0.0288,1.8858,0.0433,0.6872,0.7677,0.0288,$357.32,$357.32,$131.00,$131.00,$999.00,$999.00,4,4,14
17155824,3,3,1,0,0,0,98,10,10,10,10,10,10,4,1,1,3,Apartment,4,2,3,4,0,100,4,0,37,10,1.54,294,4,294,690,35,10,4,42,,6,1,3,24,0.1013,0.1229,0.1637,0.3429,0.109,2.7007,0.0888,0.0306,0.6711,0.3624,$185.24,$185.24,$185.00,$185.00,$215.00,$215.00,4,2,15
17156129,4,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,1,0,1,Apartment,2,1,1,1,250,50,1,0,0,,,1026,4,521,6,20,6,12,20,,1,,,18,0.0943,0.4969,0.847,0.5225,0.0812,1.7119,0.0372,0.0322,0.6585,0.0812,$86.97,$86.97,$65.00,$65.00,$99.00,$99.00,3,3,13
17156975,3,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,Apartment,6,1,2,3,300,135,4,25,139,10,5.82,1000,4,493,65,8,14,3,2,,2,1,,14,0.1621,0.4409,0.3904,0.6433,0.1589,0.6506,0.1111,0.4912,0.9246,0.3713,$173.93,$173.93,$90.00,$90.00,$500.00,$500.00,3,2,11
17160158,4,1,0,0,0,0,98,10,10,10,10,10,10,0,,0,1,Apartment,2,1,1,2,,,1,20,19,10,0.81,559,4,188,,4,1,1,,,,,,6,0.2005,0.6807,1.1326,0.5725,0.0778,6.2913,0.0982,2.2825,2.1948,0.3385,$35.45,$35.45,$33.00,$33.00,$37.00,$37.00,3,0,5
17171614,0,2,0,0,0,0,92,10,9,10,10,10,9,4,1,0,37,Townhouse,2,2,1,2,150,18,1,0,98,9,4.04,1000,4,450,1000,62,14,18,44,1,3,2,5,37,0.1298,0.149,0.3643,0.2716,0.0653,3.243,0.0656,0.0077,0.1471,0.0653,$64.44,$64.44,$55.00,$55.00,$72.00,$72.00,3,1,10
17172606,0,1,0,0,0,0,92,10,9,10,10,10,9,4,1,0,37,Townhouse,1,2,1,1,150,9,1,0,50,9,2.07,1000,4,478,1000,47,15,12,49,1,3,2,5,30,0.0836,0.2797,0.4147,0.2239,0.0289,3.1068,0.0912,0.0779,0.2255,0.0289,$35.14,$35.14,$34.00,$34.00,$38.00,$38.00,3,1,10
17172878,0,1,0,0,0,0,94,10,9,10,10,10,10,4,1,0,37,Townhouse,1,2,1,1,150,9,1,0,39,10,1.61,1000,4,479,1000,49,15,14,49,1,3,2,5,32,0.1167,0.248,0.3843,0.2392,0.0375,3.1374,0.0876,0.1121,0.1916,0.0375,$34.53,$34.53,$21.00,$21.00,$38.00,$38.00,3,1,10
17173982,3,3,0,0,0,0,93,10,9,10,9,10,9,2,0.64,0,14,Apartment,2,1,1,1,100,0,1,5,12,9,0.53,288,4,288,738,29,14,4,17,1,,2,3,21,0.093,0.5916,0.2208,0.1053,0.0645,3.4689,0.0659,0.3307,0.1332,0.1514,$48.94,$48.94,$48.00,$48.00,$55.00,$55.00,4,1,9
17174497,3,3,1,0,0,0,94,10,9,10,10,10,9,2,0.64,0,14,Apartment,3,1,1,1,100,0,1,5,14,9,0.59,295,4,295,740,36,14,4,20,2,,2,4,22,0.1088,0.5134,0.2019,0.1907,0.0899,3.4134,0.0504,0.2412,0.0636,0.2406,$44.90,$44.90,$37.00,$37.00,$59.00,$59.00,4,1,9
17177476,0,2,0,0,0,0,95,10,10,10,10,10,10,0,,0,3,Townhouse,1,1,1,1,300,40,1,0,4,10,0.19,1000,4,493,22,25,3,11,88,3,3,,4,25,0.3028,0.2696,1.3042,0.3805,0.0204,1.9144,0.0833,0.0467,0.2181,0.2234,$58.57,$58.57,$58.00,$58.00,$60.00,$60.00,2,2,10
17183495,3,3,0,0,0,0,90,10,9,10,10,10,9,0,,0,1,Apartment,2,1,0,1,1000,100,1,0,5,9,0.21,768,4,463,,24,14,11,9,,4,5,4,30,0.1058,0.3964,0.2237,0.0931,0.0511,2.6427,0.1414,0.1364,0.5675,0.1975,$110.13,$110.13,$110.00,$110.00,$116.00,$116.00,2,1,6
17188095,4,3,0,0,0,0,100,10,10,10,10,10,10,4,1,0,2,Apartment,2,1,1,1,0,60,1,25,5,10,0.24,1000,4,149,77,18,12,3,,,3,8,2,14,0.0508,0.1652,0.1227,0.2537,0.0126,3.3795,0.0909,0.7707,0.7281,0.252,$109.09,$109.09,$75.00,$75.00,$127.00,$127.00,3,1,10
17210375,3,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,Apartment,4,1,1,2,0,59,2,15,203,10,8.34,1000,4,454,431,24,10,11,20,1,2,1,1,23,0.0885,0.4761,0.1142,0.1369,0.1303,0.7766,0.0639,0.0728,0.4944,0.2046,$159.19,$159.19,$59.00,$59.00,$220.00,$220.00,3,2,11
17210477,4,2,1,0,0,0,100,10,8,10,10,10,9,0,,0,1,House,2,1,1,2,,,1,0,2,9,0.09,435,4,435,,32,10,4,40,,6,1,3,22,0.0493,0.0693,0.1021,0.3349,0.0906,2.6283,0.0482,0.1049,0.6651,0.3354,$105.00,$105.00,$105.00,$105.00,$105.00,$105.00,3,1,9
17221109,0,3,1,1,0,0,100,10,10,10,8,10,8,4,1,0,72,Serviced apartment,6,2,2,2,500,115,6,50,1,8,0.08,724,4,495,1000,19,12,44,3,,2,4,,88,0.0865,0.1483,0.1992,0.5434,0.1448,0.9581,0.2203,0.4467,0.6456,0.2244,$304.59,$304.59,$299.00,$299.00,$399.00,$399.00,3,4,14
17222905,4,2,0,0,0,0,99,10,10,10,10,9,10,3,1,1,1,Apartment,2,2,1,1,,,1,0,14,10,0.67,1010,4,489,6,24,4,11,56,2,,,,28,0.1405,1.0523,1.0783,0.5337,0.0718,4.5713,0.0722,0.0454,0.1828,0.0904,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,3,2,12
17223670,0,2,0,0,0,0,100,10,10,10,10,10,9,0,,0,1,House,2,2,,,200,50,1,20,4,9,0.17,1000,4,486,,27,7,7,35,,3,2,4,21,0.0796,0.3161,0.4406,0.2105,0.1577,2.1725,0.1439,0.1045,0.6646,0.1793,$60.00,$60.00,$60.00,$60.00,$60.00,$60.00,3,1,8
17229275,0,2,1,0,0,0,100,10,10,10,10,10,10,2,0.75,0,6,Condominium,1,1,1,1,400,35,1,0,5,10,0.3,977,4,418,231,31,9,12,48,3,1,,6,29,0.1452,0.4631,0.8393,0.1319,0.0224,1.6769,0.0455,0.113,0.221,0.0604,$99.99,$99.99,$50.00,$50.00,$105.00,$105.00,4,2,14
17231793,3,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,Guest suite,2,1,1,1,0,40,2,35,198,10,8.5,1000,4,498,1000,21,12,3,12,,,,1,18,0.0743,0.7262,0.5428,0.4455,0.058,0.4138,0.1572,0.2017,0.7411,0.1925,$99.96,$99.96,$54.00,$54.00,$158.00,$158.00,3,2,13
17234433,0,2,1,0,0,0,93,10,10,10,10,10,9,4,0.9,1,1,Townhouse,2,1,1,1,,45,2,30,92,9,4.01,1000,4,359,144,4,6,2,,,,2,2,7,0.2053,1.0696,0.2208,0.2861,0.1057,4.4064,0.2959,1.912,1.2819,0.3076,$85.87,$85.87,$79.00,$79.00,$96.00,$96.00,3,3,9
17238802,0,2,0,0,0,0,100,10,10,10,10,9,9,3,1,0,4,Townhouse,2,1,1,1,100,50,1,10,2,9,0.09,1000,4,162,,19,6,9,13,,4,,4,23,0.0576,0.3386,1.1325,0.4611,0.0925,0.5041,0.1175,0.0359,0.51,0.0925,$72.56,$72.56,$50.00,$50.00,$85.00,$85.00,3,1,11
17239723,3,3,1,0,0,0,73,9,9,9,9,9,8,0,,0,1,Apartment,4,1,1,2,,14,1,6,3,8,0.13,756,4,224,,3,2,1,,,,,,3,0.2212,0.5727,1.0108,0.708,0.1145,5.8781,0.0469,1.9987,1.9309,0.1145,$69.40,$69.40,$59.00,$59.00,$80.00,$80.00,4,4,14
17241979,3,3,1,0,0,0,97,10,10,10,10,10,9,4,1,1,23,Apartment,2,1,0,1,250,75,2,50,90,9,3.74,495,4,495,467,21,16,6,10,,3,4,4,23,0.0144,0.3483,0.1795,0.1067,0.1019,2.7435,0.1017,0.2326,0.6562,0.1019,$131.30,$133.19,$76.00,$76.00,$139.00,$160.00,4,1,11
17248804,0,2,0,0,0,0,88,10,9,10,10,10,9,4,1,0,37,Townhouse,2,2,1,1,150,18,1,0,70,9,2.94,1000,4,494,1000,59,14,18,43,1,3,2,5,38,0.1445,0.1642,0.3706,0.2746,0.0673,3.2274,0.067,0.0224,0.1546,0.0744,$64.44,$64.44,$55.00,$55.00,$72.00,$72.00,3,1,10
17249568,4,2,0,0,0,0,100,10,10,10,10,8,10,0,,0,1,Apartment,1,1,1,1,,,1,0,43,10,1.85,740,4,443,6,41,5,24,165,3,,3,4,50,0.3914,0.6128,0.1827,0.1246,0.0354,0.5574,0.0169,0.0435,0.3933,0.0354,$37.00,$37.00,$37.00,$37.00,$37.00,$37.00,3,3,10
17253030,3,3,1,0,0,0,98,10,10,10,10,10,10,4,0.8,1,1,Guest suite,3,1,1,1,300,45,2,25,73,10,3.09,1000,4,489,526,4,2,5,3,,,,,17,0.1102,0.6902,0.7264,0.564,0.1057,2.6794,0.1232,0.4369,1.8181,0.3665,$107.08,$107.08,$95.00,$95.00,$137.00,$137.00,3,3,11
17265027,3,3,1,0,0,0,91,10,9,9,10,10,9,0,,0,1,Apartment,2,1,1,1,,,1,0,11,9,0.67,617,4,224,,,2,1,,,4,1,,1,0.1355,0.3181,0.1869,0.7094,0.1124,4.5548,0.9837,0.9584,1.1278,0.1124,$144.10,$144.10,$120.00,$120.00,$159.00,$159.00,2,2,9
17280888,0,2,1,1,0,1,88,9,9,9,9,10,9,4,1,0,3,Townhouse,3,2,1,1,100,25,2,30,144,9,5.98,1000,4,462,150,8,10,5,18,,8,4,,13,0.131,0.1739,0.2505,0.7472,0.1689,1.9765,0.1497,0.1533,1.382,0.1689,$77.08,$77.08,$55.00,$55.00,$107.00,$107.00,4,2,14
17281592,0,2,1,1,0,1,88,10,9,9,8,10,9,4,1,0,3,Townhouse,4,2,1,2,100,25,2,35,128,9,5.42,1000,4,475,150,8,9,5,19,,8,5,,13,0.128,0.2089,0.1802,0.6454,0.1133,1.8678,0.1179,0.1689,1.2769,0.2407,$85.06,$85.06,$51.00,$51.00,$114.00,$114.00,3,1,12
17283045,0,2,1,1,0,1,88,9,9,9,9,10,9,4,1,0,3,Townhouse,3,2,1,2,100,25,2,30,132,9,5.47,1000,4,498,150,8,9,6,22,,8,1,,15,0.2585,0.2481,0.3106,0.646,0.1313,1.9557,0.1506,0.0403,1.2826,0.1875,$71.18,$71.18,$43.00,$43.00,$103.00,$103.00,3,1,12
17283514,3,3,0,0,0,0,100,10,10,10,10,10,10,0,,0,1,Apartment,2,1,1,1,0,15,1,0,9,10,0.4,539,4,495,86,31,5,12,22,,1,,2,24,0.149,0.404,0.8807,0.2853,0.129,1.9584,0.1223,0.1343,0.9099,0.129,$92.66,$92.66,$89.00,$89.00,$95.00,$95.00,4,2,9
17298939,0,2,0,0,0,0,87,9,9,9,10,9,9,4,1,0,1,House,1,2,1,1,,25,1,0,73,9,3.14,967,4,437,33,17,4,17,23,,,,3,25,0.1747,0.5523,0.5363,0.3249,0.2103,2.2169,0.0871,0.1388,1.3508,0.2103,$33.00,$33.00,$25.00,$25.00,$38.00,$38.00,3,1,8
17317888,3,3,1,0,0,0,96,9,10,10,10,10,9,4,1,1,66,Apartment,7,2,4,4,500,150,4,10,57,9,2.43,1000,4,249,1000,23,7,3,8,2,3,,1,10,0.0985,0.1259,0.7268,0.303,0.0424,0.9146,0.0526,0.043,0.2541,0.1011,$346.18,$346.18,$220.00,$220.00,$376.00,$376.00,3,2,8
17319640,4,2,0,0,0,0,95,10,10,10,10,10,9,4,1,0,1,Townhouse,2,1,1,1,0,10,1,0,38,9,2.92,1000,4,494,,17,4,10,8,,3,,4,20,0.1264,0.0745,1.3865,0.3094,0.0764,0.654,0.089,0.0589,0.5645,0.0764,$50.39,$50.39,$49.00,$49.00,$67.00,$67.00,2,3,8
17326525,4,2,1,0,0,0,100,10,10,10,10,10,10,4,0.9,1,1,Townhouse,3,1,1,2,0,25,2,25,96,10,3.99,1000,4,457,309,10,5,10,2,,3,1,2,16,0.2323,0.2019,0.1479,0.2787,0.0745,2.5766,0.0739,0.4496,1.6306,0.1034,$72.21,$72.21,$61.00,$61.00,$115.00,$115.00,3,2,8
17329323,0,3,0,1,0,0,97,10,10,10,10,10,10,4,1,0,2,Townhouse,4,2,2,2,500,125,1,0,26,10,1.13,1002,4,501,29,23,13,6,,,3,7,4,20,0.1672,0.3513,0.1414,0.2565,0.0703,3.2352,0.0223,0.5124,0.6056,0.2761,$387.89,$387.89,$350.00,$350.00,$416.00,$416.00,3,3,12
17329820,4,2,0,0,0,0,100,10,10,10,10,10,10,4,1,0,1,House,2,2,1,1,,,1,0,7,10,0.3,177,4,177,,18,3,10,30,2,,1,3,20,0.2136,0.7303,0.4719,0.172,0.0689,3.9382,0.1234,0.0654,0.1619,0.0689,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,3,6,16
17332070,4,3,1,0,0,1,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,Apartment,3,1,1,1,,,1,0,0,,,499,4,499,54,58,15,6,40,2,3,2,6,28,0.0821,0.3691,0.2627,0.1672,0.1121,3.0765,0.084,0.0317,0.362,0.1629,$306.67,$306.67,$300.00,$300.00,$313.00,$313.00,3,1,11
17340006,0,3,0,0,0,0,80,8,7,9,9,9,9,3,1,0,9,House,8,2,4,4,0,150,6,100,6,9,0.27,993,4,498,43,17,14,15,21,2,4,2,5,38,0.1419,0.1613,0.3042,0.2296,0.0557,2.191,0.0557,0.1059,0.1814,0.0557,$349.28,$349.28,$269.00,$269.00,$425.00,$425.00,3,1,11
17340546,0,2,1,0,0,0,85,8,9,9,9,9,8,3,1,0,9,House,6,1,3,3,200,95,3,10,4,8,0.17,1000,4,500,400,15,14,14,27,2,6,2,5,33,0.1153,0.2102,0.3251,0.272,0.0676,2.2232,0.0484,0.1259,0.1567,0.0791,$203.63,$203.58,$189.00,$180.00,$249.00,$249.00,3,1,11
17340759,0,2,1,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,3,1,0,9,Apartment,4,1,2,2,200,75,2,20,0,,,1000,4,497,,21,14,12,24,2,5,2,6,29,0.0636,0.0666,0.2387,0.1354,0.042,2.0952,0.0418,0.0675,0.1495,0.042,$154.64,$154.57,$129.00,$116.00,$219.00,$219.00,3,1,11
17357927,4,3,1,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,Apartment,4,1,0,1,,,1,0,0,,,1000,4,490,,29,9,11,48,1,3,1,4,28,0.0682,0.2462,0.4854,0.0868,0.0654,2.0668,0.0451,0.039,0.4671,0.1854,$112.00,$112.00,$112.00,$112.00,$112.00,$112.00,2,2,11
17364506,4,3,0,0,0,0,96,10,9,9,10,10,9,0,,0,1,Apartment,2,1,1,1,,,1,0,10,9,0.42,1000,4,310,6,14,10,3,,1,2,1,2,12,0.1258,0.3551,0.4825,0.2504,0.1927,3.7063,0.2461,0.67,0.4613,0.1927,$128.08,$128.08,$128.00,$128.00,$132.00,$132.00,3,1,10
17367416,3,3,1,0,0,0,98,10,10,10,10,9,10,0,,0,1,Apartment,3,1,1,1,,50,1,0,21,10,0.89,1000,4,413,,32,10,12,40,1,3,,5,31,0.0674,0.4456,0.6739,0.1148,0.1538,1.9147,0.0416,0.0515,0.4708,0.1695,$115.28,$115.28,$115.00,$115.00,$124.00,$124.00,4,1,11
17368489,0,3,0,0,0,0,98,10,10,10,10,10,10,4,1,1,1,Condominium,4,1,1,1,0,50,2,10,21,10,0.89,1000,4,308,6,53,13,17,29,2,3,2,6,40,0.0765,0.0362,0.2344,0.2061,0.0698,3.4085,0.0575,0.0782,0.1108,0.1459,$83.80,$83.80,$74.00,$74.00,$91.00,$91.00,3,2,11
17371425,0,3,1,0,0,0,91,10,9,10,9,10,9,4,1,0,2,Condominium,6,1,2,3,250,55,4,50,83,9,3.61,1000,4,492,,3,8,3,,,4,2,1,7,0.0818,0.091,0.406,0.4207,0.4202,1.1435,0.384,0.6924,0.715,0.4202,$166.69,$166.69,$110.00,$110.00,$275.00,$275.00,3,2,10
17380471,3,3,1,1,0,0,92,10,9,10,10,10,9,4,1,0,2,Serviced apartment,4,1,1,2,100,25,2,10,232,9,9.71,1002,4,354,454,47,11,13,47,1,3,2,4,28,0.0907,0.4327,0.2542,0.1924,0.0314,2.9681,0.0853,0.028,0.3887,0.0314,$87.89,$87.89,$73.00,$73.00,$90.00,$90.00,4,4,15
17384051,0,3,1,0,0,0,93,10,10,10,9,10,9,3,0.94,0,56,Apartment,4,1,1,2,,120,2,5,51,9,2.17,805,4,241,183,24,10,4,45,,6,2,4,20,0.1365,0.1781,0.2698,0.2443,0.0823,2.3474,0.03,0.1168,0.6248,0.1962,$180.70,$180.70,$175.00,$175.00,$195.00,$195.00,4,3,13
17386011,0,2,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,3,1,0,4,Townhouse,2,1,1,1,100,50,1,10,0,,,1000,4,148,125,20,5,8,17,,3,,,18,0.0436,0.3334,1.1275,0.5163,0.1466,0.4384,0.0366,0.1011,0.5894,0.1701,$74.77,$74.77,$60.00,$60.00,$85.00,$85.00,3,1,11
17386536,0,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,Townhouse,4,1,2,2,0,30,2,10,131,10,5.66,1000,4,331,46,12,18,7,,,2,2,4,17,0.0483,0.1101,0.3295,0.1747,0.1041,3.5017,0.0876,1.3549,0.7157,0.1598,$144.18,$144.18,$90.00,$90.00,$170.00,$170.00,4,2,12
17387565,4,3,0,0,0,0,95,10,10,10,10,9,10,4,1,1,1,Guest suite,3,1,1,1,100,100,1,0,29,10,1.25,556,4,304,400,15,2,13,27,1,,,3,20,0.0979,0.6272,0.7597,0.1829,0.1162,4.2456,0.06,0.1454,0.2596,0.1162,$73.97,$73.97,$70.00,$70.00,$77.00,$77.00,3,1,10
17404187,3,3,1,0,0,0,84,10,7,10,10,10,8,3,1,0,4,Apartment,6,1,3,4,0,15,1,0,6,8,0.38,499,4,499,,3,4,8,1,,3,1,2,11,0.1062,0.276,0.3242,0.2441,0.0678,2.7487,0.31,0.3649,1.7844,0.0678,$145.00,$145.00,$145.00,$145.00,$145.00,$145.00,2,2,5
17404680,4,3,1,0,0,0,94,10,10,10,10,9,10,4,1,0,3,House,4,2,2,3,,90,1,0,72,10,3.01,498,4,498,,24,12,8,20,,1,1,1,20,0.1611,0.4902,0.1945,0.1755,0.1233,0.7184,0.0387,0.1422,0.5439,0.1774,$163.00,$163.00,$125.00,$125.00,$192.00,$192.00,3,2,9
17408337,3,3,1,0,0,0,98,10,10,10,10,9,10,4,1,1,23,Guest suite,4,1,2,3,250,85,3,15,46,10,1.94,1000,4,499,554,26,7,14,7,,3,1,4,32,0.2307,0.4851,0.2005,0.1213,0.0459,3.8383,0.0562,0.1602,0.6018,0.0459,$127.39,$129.16,$66.00,$66.00,$145.00,$155.00,4,2,13
17417258,0,3,1,0,0,0,99,10,10,10,10,10,10,0,,0,1,Condominium,2,1,1,2,500,30,1,30,19,10,0.81,1006,4,229,6,25,13,5,,,2,8,4,19,0.1229,0.415,0.1619,0.2557,0.1044,3.388,0.1522,0.5786,0.5372,0.2404,$109.00,$109.00,$109.00,$109.00,$109.00,$109.00,3,2,10
17419427,0,1,0,0,0,0,96,10,9,10,10,10,10,4,1,0,37,Townhouse,1,2,1,1,150,9,1,0,28,10,1.19,1000,4,478,1000,51,14,16,45,1,3,2,5,37,0.1128,0.1769,0.3342,0.2313,0.056,3.2084,0.0649,0.0661,0.1265,0.0649,$34.53,$34.53,$21.00,$21.00,$38.00,$38.00,3,1,10
17422414,3,3,1,0,0,0,94,9,9,10,10,9,9,4,1,0,2,Townhouse,4,1,2,2,150,20,2,15,161,9,6.94,1000,4,320,97,64,6,34,69,3,,,3,62,0.0866,0.868,0.9068,0.1137,0.0284,0.6543,0.0529,0.1163,0.1355,0.0802,$87.68,$87.68,$70.00,$70.00,$103.00,$103.00,4,1,13
17433286,4,3,1,0,0,1,96,10,10,10,10,10,10,4,1,1,6,Apartment,1,1,1,2,0,90,1,98,10,10,0.53,1002,4,467,1000,12,3,8,3,,,1,2,19,0.2294,0.5687,0.4102,0.1466,0.1665,3.9224,0.2376,0.1637,0.5563,0.1665,$104.27,$104.27,$98.00,$98.00,$120.00,$120.00,3,4,15
17447403,3,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,Apartment,4,1,1,1,0,65,1,0,94,10,4.04,1000,4,487,115,25,12,9,46,2,7,1,2,26,0.0893,0.1929,0.452,0.2202,0.0902,2.0906,0.1129,0.0466,0.3228,0.0902,$155.98,$155.98,$99.00,$99.00,$175.00,$175.00,4,1,13
17448975,0,3,1,0,0,0,89,9,9,9,9,9,9,4,1,0,4,Townhouse,8,2,2,4,150,110,4,15,34,9,1.6,1000,4,493,711,33,9,12,59,4,3,,3,31,0.0578,0.4146,0.6601,0.1144,0.0804,1.8912,0.0808,0.0337,0.4232,0.0804,$229.54,$229.54,$180.00,$180.00,$262.00,$262.00,4,3,15
17461475,3,3,1,0,0,0,99,10,10,10,10,9,10,4,1,1,1,Guest suite,2,1,1,1,300,20,1,0,59,10,2.53,1000,4,486,368,31,4,10,22,1,3,1,2,27,0.141,0.2494,0.4031,0.4283,0.0123,3.8011,0.0936,0.1042,0.4951,0.0123,$79.52,$79.52,$76.00,$76.00,$91.00,$91.00,3,1,8
17464708,3,3,1,1,0,0,94,10,10,9,8,10,10,4,0.97,0,4,Apartment,5,2,2,3,0,95,4,0,117,10,4.91,1000,4,382,,21,16,14,2,1,,6,6,31,0.0313,0.5127,0.0843,0.2529,0.0443,2.6355,0.0598,0.2485,0.4464,0.1167,$149.96,$149.96,$97.00,$97.00,$179.00,$179.00,4,2,15
17475404,3,3,1,0,0,0,97,9,10,10,10,10,10,4,0.94,1,6,Apartment,2,1,1,1,500,100,2,25,7,10,0.3,1010,4,488,,4,11,2,,,4,1,,6,0.0955,0.3092,0.3852,0.6587,0.3031,0.8658,0.2172,0.6565,0.7127,0.3031,$146.89,$146.89,$120.00,$120.00,$152.00,$152.00,4,3,12
17479941,4,3,1,0,0,0,88,10,7,10,10,10,9,0,,0,1,Apartment,4,1,2,2,,,1,0,5,9,0.21,144,4,144,,18,11,3,,,1,5,2,13,0.1883,0.4903,0.253,0.2669,0.1864,3.5059,0.1399,0.6308,0.5181,0.1864,$131.00,$131.00,$131.00,$131.00,$131.00,$131.00,3,1,9
17480877,3,3,1,0,0,0,100,10,10,10,10,10,10,4,1,1,2,Apartment,6,2,3,3,400,90,1,0,1,10,0.04,1000,4,469,,54,9,15,57,1,,,2,37,0.0382,0.7448,0.8134,0.3251,0.0547,0.2565,0.0542,0.0288,0.393,0.0547,$230.58,$230.58,$180.00,$180.00,$263.00,$263.00,3,2,12
17487806,3,2,0,0,0,0,100,10,10,10,10,9,10,3,1,1,2,Townhouse,3,2,2,2,,,1,40,16,10,0.69,1002,4,366,1000,23,3,13,74,2,3,,4,30,0.2995,0.3084,1.3309,0.2866,0.0964,1.8689,0.1397,0.1325,0.2451,0.2063,$82.22,$82.22,$80.00,$80.00,$96.00,$96.00,3,3,11
17494176,3,3,1,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,2,1,0,1,Townhouse,4,2,2,2,,55,1,0,0,,,1002,4,360,,4,13,2,5,,2,,,13,0.0805,0.4736,0.5027,0.9278,0.0807,0.4717,0.3085,0.3049,0.9091,0.0807,$235.62,$235.62,$197.00,$197.00,$263.00,$263.00,3,2,11
17499961,4,2,0,0,1,0,96,10,9,10,10,9,10,0,,0,1,House,2,1,1,1,,,1,0,5,10,0.21,801,4,250,127,4,,5,1,,,,,11,0.7055,0.778,0.848,0.5222,0.1753,3.3559,0.1401,0.4462,1.6505,0.1753,$41.72,$41.72,$40.00,$40.00,$43.00,$43.00,3,0,8
17509422,3,3,1,0,0,0,90,9,10,10,9,10,10,0,,0,1,Apartment,4,1,1,3,200,60,1,0,2,10,0.09,497,4,497,,3,3,4,,,2,,,7,0.0834,0.1114,2.2296,0.6504,0.0782,5.8226,0.3475,0.9576,1.3862,0.0782,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,4,3,12
17509703,3,2,0,1,0,0,96,10,10,10,10,10,10,4,1,0,4,House,1,1,1,1,100,35,1,0,108,10,4.65,1000,4,470,771,16,9,2,,1,2,1,2,9,0.1445,0.3842,0.4653,0.2318,0.1928,3.7209,0.1494,0.5501,0.3326,0.1928,$60.39,$60.39,$45.00,$45.00,$68.00,$68.00,4,1,13
17509731,3,3,1,0,0,0,92,10,10,10,10,9,9,4,1,0,3,Apartment,6,2,2,2,250,85,4,20,63,9,2.7,806,4,476,522,60,14,9,34,2,3,2,5,27,0.0982,0.2854,0.096,0.0648,0.0652,3.2821,0.0648,0.0409,0.2009,0.0652,$146.04,$148.05,$95.00,$95.00,$149.00,$171.00,4,3,14
