id,cancel_pol,room_cat,Family_Friendly,Pets_Allowed,Smoking_Allowed,Events_Allowed,rev_rating,rev_acc,rev_clean,rev_check,rev_comm,rev_loc,rev_val,host_responsetime,host_response_rate,host_is_superhost,host_listings_count,accommodates,bathrooms,bedrooms,beds,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_value,reviews_per_month,len_desc,len_summary,len_rules,NearbyArson,NearbyAssault,NearbyBikeShare,NearbyClassASexOffenders,NearbyGunShots,NearbyHomicide,NearbyMetros,NearbyMuseums,NearbySexCrime,NearbySexOffenders,Closest_BikeShare,Closest_Metro,Closest_Museum,Closest_SexCrime,Closest_SexOffender,Closest_Arson,Closest_Assault,Closest_GunShot,Closest_Homicide,Closest_ClassA_SexOffender,AvgNightlyPrice,AvgNightlyAdjusted_price,MinNightlyprice,MinNightlyAdjusted_price,MaxNightlyprice,MaxNightlyAdjusted_price,Basic_Amenities,deluxe_amenities,Total_Amenities
4801046,0,3,1,0,0,0,98,10,10,10,10,10,10,4,1,1,1,2,1,1,1,0,0,60,2,25,238,10,5.73,1000,308,1002,0,7,10,2,0,0,4,0,0,5,0.12,0.22,0.56,0.51,0.23,0.99,0.15,0.63,0.54,0.23,115.67,115.67,79,79,149,149,4,1,10
4808738,3,3,0,0,0,0,100,10,10,10,10,10,10,0,0,0,1,5,2,3,3,0,100,75,5,50,8,10,0.23,1000,387,60,0,15,12,3,5,0,2,0,0,9,0.11,0.18,0.7,0.75,0.17,0.69,0.06,0.32,0.58,0.17,375,375,375,375,375,375,3,3,10
4832639,3,3,0,0,0,0,100,10,10,10,10,10,10,1,0,0,2,3,1,1,1,0,0,50,2,50,3,10,0.07,944,229,0,0,41,19,56,7,1,17,11,7,109,0.09,0.14,0.05,0.16,0.08,1.74,0.07,0.36,0.42,0.08,185,185,185,185,185,185,4,1,6
4848799,3,2,0,0,0,0,98,10,10,10,10,10,10,4,1,1,4,2,1,1,1,0,0,45,1,15,69,10,1.48,1000,248,271,0,4,12,2,0,0,4,1,0,6,0.13,0.32,0.37,0.71,0.31,0.82,0.23,0.62,0.74,0.31,143.27,143.27,110,110,145,145,4,3,13
4865538,3,2,0,0,0,0,98,10,10,10,10,10,10,3,1,0,1,2,1,1,1,0,0,15,1,0,50,10,1.21,1000,450,6,0,11,1,12,8,0,0,0,1,18,0.31,0.73,0.66,0.44,0.12,2.55,0.12,0.17,1.39,0.12,72,72,72,72,72,72,3,3,9
4867256,3,3,1,0,0,0,90,10,9,10,10,10,9,3,1,0,2,2,1,1,1,0,100,50,1,35,57,9,1.14,1000,431,167,0,1,2,0,0,0,3,0,0,4,0.27,0.34,0.56,1.04,0.29,5.44,0.5,1.59,1.74,0.56,76.99,76.99,70,70,82,82,3,3,11
4873463,4,3,1,1,0,0,94,10,9,10,10,10,9,4,1,0,4,2,1,0,1,0,300,45,1,10,32,9,0.64,1000,351,44,0,31,16,4,6,0,3,6,5,20,0.06,0.41,0.21,0.15,0.13,3.13,0.1,0.43,0.6,0.2,94.5,94.5,75,75,102,102,3,1,11
4878010,4,2,0,0,0,0,98,10,10,10,10,10,10,2,1,1,1,2,1,1,1,0,0,0,1,0,70,10,1.5,1000,245,0,0,17,6,8,9,1,5,0,4,20,0.15,0.22,1.19,0.29,0.09,0.67,0.08,0.19,0.39,0.1,58.83,58.83,55,55,67,67,4,2,11
4881590,0,3,0,0,0,0,94,9,9,10,10,10,9,4,0.92,0,1,16,4,4,8,0,2000,125,6,30,48,9,0.99,1004,502,171,0,23,2,14,51,3,0,0,3,27,0.12,0.87,0.8,0.25,0.08,4.24,0.09,0.08,0.28,0.2,294.97,294.97,285,285,320,320,4,2,12
4884217,3,3,0,0,0,0,98,10,10,10,10,10,10,3,1,1,4,2,1,1,1,0,100,40,1,0,300,10,6.25,1000,188,449,0,4,5,10,2,0,3,1,2,14,0.14,0.15,0.1,0.19,0.07,2.57,0.12,0.44,1.69,0.07,112.85,112.85,47,47,190,190,3,2,11
4885488,0,3,1,0,0,0,100,10,9,9,10,10,10,0,0,0,1,3,2,2,1,0,0,75,1,0,5,10,0.1,420,239,144,0,57,14,15,39,2,3,3,5,38,0.07,0.17,0.16,0.06,0.06,3.28,0.05,0.09,0.07,0.06,139,139,139,139,139,139,4,2,11
4887569,4,3,0,0,0,0,92,10,9,10,10,9,9,4,0.83,1,1,4,1,1,2,0,400,88,1,20,58,9,2.53,1000,511,214,0,29,10,12,41,1,0,0,3,28,0.16,0.55,0.82,0.27,0.08,1.77,0.1,0.07,0.37,0.14,82.13,82.13,66,66,104,104,3,3,13
4902779,3,2,0,0,0,0,80,10,10,10,8,10,10,0,0,0,1,1,1,1,1,0,0,20,1,20,1,10,0.02,1000,236,51,0,27,17,4,4,0,3,7,4,19,0.09,0.39,0.18,0.15,0.15,3.1,0.09,0.45,0.65,0.15,95,95,95,95,95,95,4,2,10
4915180,3,3,1,1,0,1,98,10,10,10,10,10,10,4,1,1,1,4,1,1,2,0,175,40,2,10,85,10,2.38,1000,248,1004,0,26,9,3,6,1,4,0,0,8,0.15,0.21,0.66,0.56,0.21,0.91,0.13,0.25,0.33,0.21,147.19,147.19,73,73,150,150,4,3,13
4916684,3,3,1,0,0,0,95,10,10,10,10,10,9,0,0,0,1,3,1,1,2,0,0,0,2,10,248,9,4.97,1018,486,1000,0,25,11,3,3,1,0,2,3,17,0.06,0.59,0.25,0.1,0.09,3.47,0.04,0.48,0.32,0.11,89.88,89.88,10,10,128,128,4,4,14
4920183,0,3,1,0,0,0,95,10,9,10,9,10,10,3,0.94,0,56,6,2,2,3,0,0,155,4,5,116,10,2.34,1000,304,142,0,4,10,2,0,0,4,1,0,8,0.04,0.47,0.25,0.85,0.26,0.74,0.38,0.59,0.9,0.26,316.47,316.47,50,50,370,370,4,2,13
4922023,4,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,2,1,1,1,0,0,0,2,40,209,10,4.26,1000,270,599,0,3,12,1,4,0,0,1,0,10,0.08,0.62,0.38,0.79,0.05,0.53,0.27,0.43,1.08,0.13,191.64,191.64,120,120,219,219,4,4,14
4924193,0,2,1,0,0,0,100,10,9,10,10,10,10,2,0.86,1,3,2,1,1,1,0,100,30,1,20,4,10,0.17,1000,247,142,0,5,4,3,0,0,0,2,2,7,0.14,0.88,0.11,0.36,0.14,4.16,0.34,1.68,1.33,0.44,91.42,91.42,90,90,95,95,3,4,13
4928685,3,2,1,0,0,0,100,10,10,10,10,10,10,4,1,1,4,5,2,2,3,0,300,0,3,20,14,10,0.83,1000,499,92,0,16,1,11,49,1,0,0,0,21,0.36,1.08,3.28,0.64,0.04,1.12,0.14,0.14,0.39,0.04,123.12,123.12,86,86,130,130,3,4,14
4936102,0,3,0,0,0,0,97,10,10,10,10,10,10,4,0.92,0,53,6,4,3,4,0,1000,265,1,0,6,10,0.14,1004,242,230,0,6,8,1,0,0,0,3,2,6,0.27,0.73,0.18,0.38,0.31,3.98,0.39,1.53,1.14,0.39,697.21,697.21,589,589,739,739,4,2,11
4936897,4,3,0,0,0,0,100,10,10,10,10,10,10,0,0,0,1,3,1,1,1,0,0,40,2,0,8,10,0.18,1000,247,146,0,37,14,7,23,1,2,2,5,29,0.08,0.36,0.19,0.22,0.09,3.07,0.08,0.15,0.43,0.33,200,200,200,200,200,200,4,3,17
4940607,0,3,1,0,0,0,88,9,10,9,10,9,9,4,1,0,1,4,1,2,2,0,197,37,1,0,8,9,0.16,887,259,0,0,5,5,3,0,0,0,2,2,8,0.1,0.97,0.19,0.3,0.04,4.31,0.23,1.85,1.38,0.29,289.22,289.22,258,258,312,312,4,1,11
4948420,4,2,0,0,0,0,98,10,10,10,10,10,10,0,0,1,1,2,1,1,1,0,0,0,1,0,89,10,2.5,1000,189,1008,0,16,9,2,0,1,2,1,2,8,0.12,0.37,0.47,0.23,0.19,3.73,0.16,0.57,0.35,0.19,72.87,72.87,60,60,81,81,4,1,14
4948442,3,3,0,0,0,0,98,10,10,10,10,10,10,4,1,0,1,2,1,1,1,0,150,50,2,25,26,10,0.52,1000,248,560,0,31,9,12,34,1,0,0,3,28,0.16,0.54,0.82,0.3,0.06,1.77,0.09,0.1,0.4,0.09,150.02,150.02,150,150,153,153,3,2,11
4957202,3,3,0,0,0,0,97,10,10,10,10,9,10,0,0,0,1,6,4,3,3,0,500,0,1,0,8,10,0.18,429,253,74,0,29,1,11,110,3,3,0,3,27,0.12,0.37,1.65,0.31,0.12,1.9,0.13,0.02,0.13,0.12,500,500,500,500,500,500,4,3,12
4958179,4,3,1,0,0,0,100,10,10,10,10,10,10,4,1,1,3,4,1,1,1,0,250,50,2,15,5,10,0.72,1002,497,30,0,34,9,13,43,2,1,0,6,30,0.21,0.45,0.89,0.21,0.09,1.68,0.07,0.04,0.27,0.14,88.33,88.33,85,85,104,104,4,2,13
4964259,0,3,0,0,0,0,96,10,10,10,10,9,10,0,0,0,1,2,1,1,1,0,0,10,1,0,11,10,0.24,1000,232,81,0,29,2,9,22,1,3,1,0,26,0.2,0.13,0.28,0.59,0.07,3.62,0.07,0.08,0.5,0.09,95,95,95,95,95,95,4,1,11
4974016,0,3,1,0,0,0,83,9,8,9,9,9,9,3,1,0,1,3,1,1,1,0,500,30,1,0,64,9,1.32,1000,418,64,0,41,12,10,39,1,0,1,2,30,0.16,0.8,0.38,0.23,0.12,0.52,0.04,0.07,0.39,0.21,75,75,75,75,75,75,4,2,12
4978586,0,3,1,0,0,0,95,10,9,10,10,9,10,4,1,1,2,2,1,1,1,0,150,68,1,15,21,10,0.5,1000,351,0,0,8,2,5,4,0,0,0,2,11,0.26,0.55,1.64,0.26,0.05,5.45,0.21,0.31,0.73,0.05,52.43,52.43,50,50,60,60,2,3,12
4985826,0,2,1,0,0,0,92,10,9,10,10,10,10,4,1,1,3,2,1,1,1,0,0,45,1,30,29,10,0.67,452,250,0,0,31,14,6,6,0,2,6,4,21,0.09,0.44,0.22,0.23,0.05,3.24,0.11,0.44,0.52,0.31,99.95,99.95,54,54,157,157,3,3,10
4987933,3,3,1,0,0,0,97,10,10,10,10,10,10,0,0,1,1,2,1,1,1,0,500,65,1,0,160,10,3.22,1000,243,558,0,23,6,3,7,2,2,0,3,11,0.04,0.07,0.72,0.24,0.03,0.96,0.02,0.03,0.21,0.15,111.24,111.24,95,95,121,121,4,2,15
4994165,3,2,1,0,0,0,100,10,9,10,10,10,10,3,1,1,2,2,1,1,1,0,250,50,1,0,12,10,0.25,1000,303,147,0,12,1,12,8,0,0,0,1,19,0.28,0.79,0.71,0.43,0.11,2.52,0.17,0.12,1.35,0.11,60.09,60.09,60,60,62,62,3,4,13
5003334,3,3,0,0,0,0,94,10,9,10,10,10,10,2,1,0,1,4,1,1,2,0,1000,45,2,300,42,10,0.86,1000,201,99,0,9,23,7,0,0,2,2,3,14,0.09,0.14,0.22,0.17,0.05,3.42,0.18,1.43,0.75,0.05,99,99,99,99,99,99,4,2,12
5014903,0,3,1,0,0,0,95,10,10,10,10,9,9,3,1,0,1,4,1,1,2,0,200,50,2,10,38,9,0.82,1000,258,105,0,24,6,11,22,0,1,0,1,17,0.05,0.49,0.89,0.46,0.01,1.82,0.08,0.09,0.73,0.01,139,139,139,139,139,139,4,2,14
5015395,0,2,0,0,0,0,100,9,9,10,10,9,9,0,0,0,1,1,1,1,1,0,0,30,1,0,5,9,0.12,957,287,95,0,23,3,9,30,2,0,0,2,25,0.15,1.3,1.21,0.25,0.06,4.96,0.07,0.05,0.16,0.18,35.35,35.35,35,35,44,44,2,1,7
5018679,0,3,1,0,0,1,96,10,10,10,10,10,10,2,1,1,3,4,1,1,2,0,500,50,2,25,90,10,1.89,1000,461,1000,0,31,14,9,27,1,6,4,4,30,0.14,0.3,0.31,0.09,0.1,2.56,0.11,0.1,0.5,0.22,127,127,127,127,127,127,4,2,14
5020383,3,3,1,0,0,0,88,9,8,9,9,10,9,4,0.82,0,1,4,1,1,1,0,0,50,1,0,301,9,6.3,1000,479,404,0,41,12,59,43,3,9,5,8,117,0.12,0.31,0.33,0.1,0.2,1.71,0.21,0.19,0.15,0.21,124.42,124.42,75,75,175,175,4,3,15
5030765,3,3,1,1,0,0,98,10,10,10,10,10,10,3,1,1,3,5,2,2,3,0,500,60,4,25,40,10,0.85,1000,387,1000,0,25,9,11,24,1,2,1,5,28,0.09,0.17,0.35,0.42,0.08,1.01,0.09,0.18,0.48,0.1,313.15,286.7,200,200,375,375,3,1,9
5030785,3,3,1,1,0,0,98,10,10,10,10,10,10,3,1,1,3,5,1,1,1,0,100,50,2,25,56,10,1.2,1000,387,1000,0,17,9,12,15,0,2,1,4,27,0.12,0.21,0.27,0.41,0.08,1.03,0.09,0.13,0.5,0.08,171.54,171.54,120,120,250,250,3,1,10
5037503,3,3,1,1,0,0,94,10,10,10,10,10,9,4,1,0,2,6,2,2,2,0,220,90,4,35,188,9,3.8,1000,247,130,0,32,14,4,22,0,3,4,5,24,0.15,0.33,0.23,0.14,0.01,3.01,0.01,0.18,0.52,0.25,214.8,214.8,187,187,240,240,4,3,12
5047724,3,3,1,0,0,0,92,10,10,10,10,10,10,4,1,1,5,4,1,1,3,0,0,20,2,10,132,10,2.79,1000,391,18,0,12,18,7,0,0,2,2,4,16,0.05,0.06,0.31,0.11,0.09,3.5,0.09,1.4,0.75,0.13,246.66,246.66,208,208,400,400,4,2,13
5051005,4,2,1,0,0,0,98,10,10,10,10,10,10,4,1,0,1,2,1,1,1,0,500,40,1,25,67,10,1.41,911,245,11,0,18,10,3,0,1,2,1,2,12,0.12,0.39,0.43,0.18,0.13,3.68,0.15,0.58,0.36,0.13,120.87,120.87,109,109,158,158,4,3,14
5066458,3,3,0,0,0,1,85,9,9,10,9,7,9,0,0,0,1,4,2,3,2,0,100,100,4,45,13,9,0.28,888,220,167,0,32,8,16,36,2,2,0,5,35,0.09,0.26,0.69,0.23,0.07,1.48,0.13,0.16,0.23,0.07,235.75,235.75,200,200,250,250,4,3,13
5069800,4,2,0,0,0,0,100,10,7,9,10,9,10,0,0,0,1,2,2,1,1,0,0,30,1,5,3,10,0.32,1000,486,0,0,32,8,16,36,2,2,0,5,35,0.09,0.26,0.69,0.24,0.07,1.49,0.13,0.16,0.24,0.07,42.81,42.81,35,35,48,48,2,1,9
5075773,3,3,1,0,0,0,97,10,10,10,10,10,10,4,1,1,5,2,1,1,1,0,500,70,1,0,168,10,5.44,1000,500,0,0,4,4,2,0,0,0,2,1,6,0.19,0.91,0.08,0.41,0.17,4.16,0.39,1.65,1.33,0.49,146.91,146.91,100,100,201,201,4,3,12
5076606,0,3,1,1,0,0,90,9,9,10,9,10,9,4,0.96,0,18,6,1,2,2,0,0,95,4,20,18,9,0.44,759,398,0,0,26,17,4,4,0,3,7,4,19,0.13,0.35,0.16,0.21,0.13,3.17,0.07,0.5,0.64,0.21,188.43,188.43,150,150,213,213,4,1,11
5079011,3,3,0,0,0,0,99,10,10,10,10,10,10,4,1,1,1,2,1,0,1,0,100,75,2,0,94,10,3.35,1004,483,312,0,32,14,5,28,0,3,3,4,24,0.09,0.23,0.27,0.21,0.07,2.92,0.01,0.13,0.56,0.21,118.83,118.83,115,115,119,119,4,2,15
5082818,0,3,1,0,0,0,94,10,10,10,10,9,10,4,1,0,2,8,2,4,4,0,250,0,4,15,81,10,1.77,1002,254,540,0,16,5,12,17,0,0,0,0,19,0.07,0.51,0.75,0.59,0.16,1.61,0.06,0.11,0.62,0.17,260.61,260.61,255,255,285,285,3,2,11
5089725,0,3,0,0,0,0,98,10,10,10,10,10,9,4,1,1,5,4,2,1,2,0,0,195,2,50,29,9,0.78,1001,87,1006,0,25,13,5,0,0,2,7,4,20,0.12,0.4,0.16,0.25,0.07,3.32,0.1,0.53,0.54,0.3,250.55,250.55,75,75,350,350,3,1,9
5111311,3,2,0,0,0,0,96,10,10,10,10,9,9,4,1,1,2,2,1,1,1,0,0,25,1,20,123,9,2.75,1000,382,259,1,49,10,15,48,0,0,0,3,37,0.11,0.92,0.63,0.38,0.15,0.32,0.06,0.09,0.51,0.17,65,65,65,65,65,65,2,1,7
5114143,3,3,1,0,0,0,93,9,10,9,9,10,9,3,1,0,482,5,2,2,3,0,0,100,1,0,24,9,0.5,1024,233,308,0,16,19,6,0,0,4,4,4,19,0.12,0.17,0.32,0.13,0.14,3.44,0.06,1.25,0.63,0.19,312.4,312.4,307,307,324,324,4,4,16
5114328,3,2,0,0,0,0,100,10,10,10,10,10,10,0,0,1,1,2,1,1,1,0,100,35,2,25,20,10,0.8,1000,424,225,0,20,6,12,13,0,1,0,0,16,0.13,0.44,0.78,0.52,0.13,1.65,0.07,0.13,0.69,0.15,104.54,104.54,99,99,116,116,3,0,7
5127184,0,3,1,0,0,0,95,10,10,10,10,10,9,4,1,1,7,6,1,2,3,0,500,95,4,15,223,9,4.59,1002,241,1008,0,17,5,8,3,1,0,2,2,21,0.18,0.51,0.39,0.23,0.12,3.84,0.2,0.13,0.47,0.12,143.86,143.86,97,97,244,244,4,2,13
5132940,4,2,1,0,0,0,97,10,10,10,10,10,10,4,1,1,2,2,1,0,1,0,0,0,2,10,351,10,7.21,1000,186,119,1,44,10,14,40,0,0,0,1,28,0.15,0.77,0.77,0.45,0.17,0.15,0.06,0.14,0.52,0.17,84.19,84.19,70,70,85,85,4,2,11
5140121,4,2,1,0,0,0,97,10,10,10,10,9,10,4,1,1,4,3,1,1,2,0,500,0,1,20,156,10,3.36,1000,434,92,0,25,1,13,69,3,0,0,0,25,0.3,1.03,3.19,0.51,0.09,1.19,0.07,0.04,0.28,0.1,62.37,62.37,53,53,74,74,3,3,13
5145487,0,3,1,0,0,0,81,9,7,9,10,8,8,4,1,0,4,9,2,3,3,0,250,130,1,0,37,8,0.77,1000,300,459,0,30,10,33,47,3,1,0,8,67,0.12,0.48,0.5,0.2,0.07,1.54,0.03,0.02,0.07,0.07,284.6,284.6,249,249,324,324,2,2,10
5145999,0,3,0,0,0,0,99,10,10,10,10,10,10,4,1,1,2,5,1,2,3,0,0,80,1,0,71,10,1.47,1000,351,142,0,17,18,15,16,1,6,4,6,34,0.1,0.28,0.21,0.2,0.12,2.31,0.09,0.23,0.3,0.12,262.25,262.25,195,195,322,322,3,3,11
5151049,0,2,0,0,0,0,99,10,10,10,10,10,10,3,0.9,0,2,1,1,1,1,0,100,0,1,29,76,10,1.64,1000,234,70,0,7,12,2,3,0,2,0,0,8,0.06,0.23,0.52,0.8,0.22,0.69,0.16,0.44,0.68,0.22,85,85,85,85,85,85,2,1,7
5154288,4,3,1,0,0,1,92,9,9,10,10,9,9,4,1,0,1,6,1,3,3,0,0,37,1,20,93,9,2.29,1000,259,166,1,60,7,25,57,3,0,0,1,40,0.1,0.59,1.02,0.22,0.07,0.39,0.04,0.04,0.25,0.07,130.85,130.85,128,128,138,138,4,4,15
5156582,0,3,1,0,0,0,95,10,10,10,9,9,9,4,1,1,1,2,1,0,1,0,0,30,1,20,150,9,4.17,1000,249,41,0,18,4,18,24,0,0,0,3,27,0.2,0.57,0.56,0.3,0.23,2.21,0.06,0.16,1.34,0.24,61.38,61.38,47,47,70,70,4,3,10
5158133,4,3,1,0,1,1,94,9,10,10,10,10,10,0,0,0,1,2,1,1,1,0,0,0,1,0,18,10,0.67,893,240,0,0,37,14,4,36,1,3,4,6,22,0.09,0.25,0.3,0.25,0.08,2.97,0.08,0.02,0.47,0.28,83,83,83,83,83,83,3,1,10
5166322,3,3,1,1,0,0,98,10,10,10,10,10,9,4,1,1,5,2,1,1,1,0,500,75,2,0,163,9,3.35,1000,394,38,0,0,2,0,0,0,0,2,0,3,0.31,0.9,0.12,0.54,0.25,4.17,0.52,1.58,1.34,0.6,147.28,147.28,100,100,163,163,4,2,12
5172241,0,3,1,0,0,0,97,10,10,10,10,9,10,4,1,1,3,6,2,2,3,0,100,75,2,30,103,10,2.16,1000,157,56,0,36,8,16,36,2,2,0,6,33,0.18,0.41,0.83,0.29,0.03,1.64,0.03,0.06,0.32,0.11,103.9,103.9,68,68,118,118,4,2,13
5172287,4,3,1,0,0,0,94,10,10,10,10,10,9,2,0.9,1,1,2,1,1,1,0,0,10,2,0,70,9,1.44,836,229,39,0,0,5,1,0,0,2,1,0,1,0.21,0.09,0.32,0.59,0.5,4.11,0.54,0.71,0.71,0.5,112.04,112.04,95,95,127,127,2,1,9
5173258,4,3,1,1,0,0,89,9,9,9,10,10,9,4,0.81,0,3,3,1,0,2,0,0,45,1,0,169,9,3.5,1000,261,689,0,27,13,15,44,3,4,1,4,34,0.2,0.19,0.37,0.14,0.1,1.91,0.16,0.01,0.13,0.16,99,99,99,99,99,99,4,2,12
5181619,3,3,0,0,0,0,93,9,9,10,10,10,9,2,0.64,0,14,2,1,1,1,0,100,0,1,5,12,9,0.29,1000,242,740,0,38,14,4,18,1,0,3,5,21,0.19,0.62,0.08,0.1,0.08,3.34,0.12,0.29,0.21,0.23,30.96,30.96,22,22,62,62,4,1,9
5191331,3,2,1,0,0,0,94,9,10,10,10,8,9,0,0,1,2,2,1,1,1,0,0,0,2,10,55,9,1.54,1000,287,530,0,55,5,29,169,3,2,2,2,55,0.28,0.47,0.2,0.09,0.04,0.71,0.08,0.02,0.25,0.09,100,100,100,100,100,100,4,2,12
5195346,3,3,1,0,0,0,96,10,10,10,10,9,10,3,0.9,1,1,6,1,3,3,0,0,90,2,10,49,10,1.08,1000,285,65,0,6,1,5,9,0,0,0,1,6,0.24,2.09,1.42,0.41,0.06,1.22,0.12,0.2,0.51,0.06,118.11,118.11,81,81,137,137,4,2,14
5205143,3,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,3,1,1,1,0,100,83,1,0,89,10,2.56,1000,250,224,0,21,11,4,10,0,0,1,1,20,0.15,0.65,0.44,0.36,0.11,0.52,0.06,0.19,0.7,0.11,113.21,113.21,109,109,142,142,3,2,11
5228009,4,2,1,0,1,0,100,10,10,10,10,10,10,0,0,0,1,2,1,1,1,0,0,0,1,25,2,10,0.04,412,412,0,0,20,16,6,7,0,2,7,4,22,0.1,0.42,0.14,0.19,0.16,2.8,0.16,0.3,0.59,0.16,105.6,105.6,100,100,110,110,4,2,11
5239084,0,3,1,0,0,0,96,10,10,10,10,10,9,3,1,1,1,5,1,2,4,0,200,75,1,0,30,9,0.65,1000,493,98,0,20,10,3,0,1,2,1,2,13,0.11,0.43,0.39,0.16,0.1,3.63,0.16,0.57,0.37,0.1,180,180,180,180,180,180,3,1,11
5240901,4,3,1,1,0,0,96,9,9,10,10,9,10,0,0,0,1,6,1,2,3,0,95,25,3,15,10,10,0.21,1000,417,153,0,17,4,14,6,0,0,1,4,28,0.1,0.53,0.4,0.2,0.09,3.93,0.11,0.08,0.77,0.09,160,160,160,160,160,160,2,0,6
5249430,4,2,0,1,0,0,90,9,9,9,9,10,9,4,1,0,17,3,1,1,2,0,0,0,2,15,35,9,0.72,1000,247,128,0,11,12,4,0,0,2,0,3,13,0.12,0.43,0.51,0.01,0.11,3.86,0.11,1.64,1.05,0.11,291.03,291.03,285,285,415,415,4,4,16
5262416,4,3,1,0,0,0,100,10,10,10,10,10,10,4,1,1,1,4,1,1,2,0,150,45,2,30,171,10,3.5,1000,282,989,0,28,8,9,39,0,3,0,5,26,0.11,0.4,0.58,0.12,0.18,2.02,0.04,0.14,0.58,0.27,119.67,119.67,100,100,120,120,3,2,12
5269442,4,2,0,0,0,0,97,10,10,10,10,10,10,4,1,1,2,2,2,1,2,0,100,20,2,60,170,10,4.04,1000,264,722,0,9,13,2,0,0,2,3,0,11,0.12,0.36,0.27,0.76,0.1,0.75,0.24,0.62,0.9,0.39,84.49,84.49,80,80,120,120,4,2,13
5278479,3,3,1,1,0,0,95,10,10,10,10,10,10,4,1,1,7,9,2,3,9,0,349,108,4,10,244,10,5.08,1016,499,1010,0,31,9,11,56,3,3,0,3,30,0.04,0.42,0.67,0.11,0.09,1.89,0.09,0.04,0.42,0.09,283.61,283.61,159,159,580,580,4,2,13
5285966,3,3,1,1,0,0,93,10,10,10,10,9,10,4,1,0,2,2,1,0,1,0,200,70,2,25,61,10,3,1000,312,129,1,58,9,17,57,1,0,0,2,41,0.08,0.79,0.78,0.31,0.02,0.3,0.02,0.02,0.38,0.02,87.71,87.71,60,60,104,104,4,2,12
5318112,4,3,1,0,0,0,98,10,10,10,10,10,10,4,1,1,2,4,1,1,2,0,0,0,2,40,34,10,0.75,1004,464,0,0,3,4,1,0,0,0,2,1,6,0.18,0.95,0.04,0.41,0.13,4.21,0.38,1.69,1.37,0.46,173.56,173.56,160,160,200,200,4,2,13
5319716,3,3,0,0,0,0,99,10,10,10,10,10,10,3,1,1,1,2,1,1,1,0,0,20,1,0,267,10,5.5,1000,294,488,0,4,2,1,0,0,0,0,1,3,0.4,0.93,0.69,0.38,0.31,4.41,0.45,0.55,1.02,0.42,100,100,100,100,100,100,2,2,11
5372128,3,3,1,0,0,0,89,10,9,10,10,10,9,0,0,0,1,3,1,1,2,0,200,40,2,40,47,9,1,1000,247,202,0,4,6,1,0,0,0,5,1,5,0.31,0.59,0.08,0.42,0.32,3.82,0.35,1.38,0.99,0.47,125,125,125,125,125,125,4,2,14
5386280,0,3,0,0,0,0,97,10,10,10,10,9,9,2,0.88,0,1,2,1,0,1,0,200,125,1,0,35,9,0.74,1002,452,346,0,5,0,4,8,1,0,1,1,7,0.55,0.54,0.19,0.34,0.05,3.49,0.26,0.06,0.49,0.05,69.01,69.01,60,60,94,94,3,2,12
5391438,4,3,0,0,0,0,96,10,9,10,10,10,9,4,1,0,1,2,1,1,2,0,0,25,2,20,33,9,2.01,370,370,0,0,58,11,19,38,1,6,2,3,42,0.04,0.27,0.34,0.25,0.09,3.34,0.22,0.08,0.36,0.11,111.07,111.07,95,95,122,122,3,2,12
5393414,3,3,1,0,0,0,95,10,9,10,10,10,9,0,0,0,1,4,1,1,2,0,500,60,2,25,90,9,1.89,1000,216,228,0,10,12,3,0,0,4,0,0,6,0.12,0.17,0.52,0.63,0.17,0.87,0.08,0.59,0.58,0.17,169.5,169.5,160,160,183,183,4,2,13
5395890,0,3,1,0,0,0,96,10,10,10,10,10,10,0,0,0,1,5,1,2,2,0,0,90,1,0,16,10,0.34,1000,498,0,0,27,13,3,10,1,0,3,3,18,0.12,0.62,0.2,0.05,0.09,3.45,0.05,0.4,0.23,0.11,97,97,97,97,97,97,4,3,15
5403451,3,3,0,1,0,0,88,9,8,9,10,10,9,0,0,0,1,6,2,3,3,0,500,120,1,0,7,9,0.15,734,245,27,0,2,2,1,0,0,0,0,1,6,0.31,1.32,0.6,0.49,0.31,4.84,0.27,2.13,0.84,0.38,299,299,299,299,299,299,4,5,15
5405966,3,3,1,0,0,0,97,10,10,10,10,10,10,4,1,1,1,2,1,1,2,0,0,60,2,20,151,10,3.14,1000,236,0,0,25,13,9,36,2,6,0,2,22,0.15,0.24,0.51,0.28,0.15,2.06,0.09,0.09,0.15,0.15,107.92,107.92,95,95,121,121,4,2,12
5422197,0,2,0,0,0,0,99,10,10,10,10,10,10,3,1,1,1,2,1,1,1,0,0,0,1,0,57,10,1.19,1000,219,36,0,1,0,0,0,0,0,0,0,0,0.51,1.69,0.62,0.59,0.71,5.14,0.37,2.77,1.38,0.71,75,75,75,75,75,75,4,3,13
5458491,3,2,1,0,0,0,96,10,10,10,10,10,10,4,1,1,2,3,1,1,3,0,0,50,3,10,187,10,3.88,1000,496,544,0,27,8,10,33,0,2,0,5,26,0.06,0.45,0.59,0.17,0.17,2,0.07,0.17,0.58,0.25,69.43,69.43,48,48,81,81,4,1,10
